Country,State,Year,Name Of The Coal Field,Type Of Coal,Depth Of The Reserve,Type Of Reserve,"Coal Reserved Quantity (UOM:t(Tonne)), Scaling Factor:1000000"
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Medium Coking,0-300,Proved,3056
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Medium Coking,300-600,Indicated,161
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Medium Coking,300-600,Inferred,0
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Medium Coking,300-600,Proved,524
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Non-Coking,0-300,Indicated,22
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Non-Coking,0-300,Inferred,0
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Non-Coking,0-300,Proved,317
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Non-Coking,300-600,Indicated,19
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Non-Coking,300-600,Inferred,0
India,Jharkhand,"Financial Year (Apr - Mar), 2021",West Bokaro,Non-Coking,300-600,Proved,26
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,0-300,Indicated,73
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,0-300,Inferred,2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,0-300,Proved,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,300-600,Indicated,12
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,300-600,Inferred,45
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,300-600,Proved,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,600-1200,Indicated,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,600-1200,Inferred,6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Gurgunda,Non-Coking,600-1200,Proved,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,0-300,Indicated,161
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,0-300,Inferred,33
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,0-300,Proved,185
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,300-600,Indicated,95
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,300-600,Inferred,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,300-600,Proved,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,600-1200,Indicated,6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,600-1200,Inferred,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Johilla,Non-Coking,600-1200,Proved,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Mohpani,Non-Coking,0-300,Indicated,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Mohpani,Non-Coking,0-300,Inferred,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Mohpani,Non-Coking,0-300,Proved,8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pathakhera,Non-Coking,0-300,Indicated,52
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pathakhera,Non-Coking,0-300,Inferred,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pathakhera,Non-Coking,0-300,Proved,261
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pathakhera,Non-Coking,300-600,Indicated,36
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pathakhera,Non-Coking,300-600,Inferred,68
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pathakhera,Non-Coking,300-600,Proved,30
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Medium Coking,0-300,Indicated,263
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Medium Coking,0-300,Inferred,16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Medium Coking,0-300,Proved,68
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Medium Coking,300-600,Indicated,137
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Medium Coking,300-600,Inferred,142
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Medium Coking,300-600,Proved,40
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,0-300,Indicated,218
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,0-300,Inferred,173
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,0-300,Proved,1245
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,300-600,Indicated,302
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,300-600,Inferred,768
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,300-600,Proved,613
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,600-1200,Indicated,4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,600-1200,Inferred,66
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Pench-Kanhan,Non-Coking,600-1200,Proved,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,0-300,Indicated,2226
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,0-300,Inferred,1153
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,0-300,Proved,6366
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,300-600,Indicated,3526
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,300-600,Inferred,768
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,300-600,Proved,2345
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,600-1200,Indicated,287
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,600-1200,Inferred,142
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,600-1200,Proved,11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,0-300,Indicated,211
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,0-300,Inferred,2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,0-300,Proved,185
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,300-600,Indicated,867
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,300-600,Inferred,91
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,300-600,Proved,62
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,600-1200,Indicated,82
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,600-1200,Inferred,22
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Medium Coking,600-1200,Proved,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,0-300,Indicated,2807
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,0-300,Inferred,170
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,0-300,Proved,1819
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,300-600,Indicated,1659
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,300-600,Inferred,10
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,300-600,Proved,64
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,600-1200,Indicated,34
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,600-1200,Inferred,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Sohagpur,Non-Coking,600-1200,Proved,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Umaria,Non-Coking,0-300,Indicated,4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Umaria,Non-Coking,0-300,Inferred,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Umaria,Non-Coking,0-300,Proved,178
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Bokhara,Non-Coking,0-300,Indicated,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Bokhara,Non-Coking,0-300,Inferred,20
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Bokhara,Non-Coking,0-300,Proved,10
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,0-300,Indicated,387
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,0-300,Inferred,29
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,0-300,Proved,1492
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,300-600,Indicated,478
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,300-600,Inferred,48
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,300-600,Proved,495
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,600-1200,Indicated,72
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,600-1200,Inferred,30
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Kamptee,Non-Coking,600-1200,Proved,60
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,0-300,Indicated,348
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,0-300,Inferred,102
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,0-300,Proved,447
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,300-600,Indicated,227
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,300-600,Inferred,16
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,300-600,Proved,245
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,600-1200,Indicated,21
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,600-1200,Inferred,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nand Bander,Non-Coking,600-1200,Proved,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,0-300,Indicated,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,0-300,Inferred,66
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,0-300,Proved,308
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,300-600,Indicated,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,300-600,Inferred,83
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,300-600,Proved,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,600-1200,Indicated,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,600-1200,Inferred,12
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Umrer Makardhokra,Non-Coking,600-1200,Proved,0
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,0-300,Indicated,794
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,0-300,Inferred,268
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,0-300,Proved,4388
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,300-600,Indicated,956
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,300-600,Inferred,1146
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,300-600,Proved,325
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,600-1200,Indicated,35
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,600-1200,Inferred,27
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Wardha-Valley,Non-Coking,600-1200,Proved,1
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Balphakram-Pendenguru,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Balphakram-Pendenguru,High Sulphur,0-300,Inferred,107
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Balphakram-Pendenguru,High Sulphur,0-300,Proved,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Bapung,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Bapung,High Sulphur,0-300,Inferred,23
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Bapung,High Sulphur,0-300,Proved,11
India,Meghalaya,"Financial Year (Apr - Mar), 2021",East Darangiri,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",East Darangiri,High Sulphur,0-300,Inferred,34
India,Meghalaya,"Financial Year (Apr - Mar), 2021",East Darangiri,High Sulphur,0-300,Proved,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Jayanti Hill,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Jayanti Hill,High Sulphur,0-300,Inferred,2
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Jayanti Hill,High Sulphur,0-300,Proved,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Khasi Hills,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Khasi Hills,High Sulphur,0-300,Inferred,10
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Khasi Hills,High Sulphur,0-300,Proved,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Langrin,High Sulphur,0-300,Indicated,17
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Langrin,High Sulphur,0-300,Inferred,106
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Langrin,High Sulphur,0-300,Proved,10
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Mawlong Shelia,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Mawlong Shelia,High Sulphur,0-300,Inferred,4
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Mawlong Shelia,High Sulphur,0-300,Proved,2
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Siju,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Siju,High Sulphur,0-300,Inferred,125
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Siju,High Sulphur,0-300,Proved,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",West-Darangiri,High Sulphur,0-300,Indicated,0
India,Meghalaya,"Financial Year (Apr - Mar), 2021",West-Darangiri,High Sulphur,0-300,Inferred,60
India,Meghalaya,"Financial Year (Apr - Mar), 2021",West-Darangiri,High Sulphur,0-300,Proved,65
India,Nagaland,"Financial Year (Apr - Mar), 2021",Borjan,High Sulphur,0-300,Indicated,0
India,Nagaland,"Financial Year (Apr - Mar), 2021",Borjan,High Sulphur,0-300,Inferred,5
India,Nagaland,"Financial Year (Apr - Mar), 2021",Borjan,High Sulphur,0-300,Proved,6
India,Nagaland,"Financial Year (Apr - Mar), 2021",Dgm,High Sulphur,0-300,Indicated,0
India,Nagaland,"Financial Year (Apr - Mar), 2021",Dgm,High Sulphur,0-300,Inferred,293
India,Nagaland,"Financial Year (Apr - Mar), 2021",Dgm,High Sulphur,0-300,Proved,0
India,Nagaland,"Financial Year (Apr - Mar), 2021",Jhanzi-Disai,High Sulphur,0-300,Indicated,22
India,Nagaland,"Financial Year (Apr - Mar), 2021",Jhanzi-Disai,High Sulphur,0-300,Inferred,109
India,Nagaland,"Financial Year (Apr - Mar), 2021",Jhanzi-Disai,High Sulphur,0-300,Proved,2
India,Nagaland,"Financial Year (Apr - Mar), 2021",Tiensang,High Sulphur,0-300,Indicated,0
India,Nagaland,"Financial Year (Apr - Mar), 2021",Tiensang,High Sulphur,0-300,Inferred,2
India,Nagaland,"Financial Year (Apr - Mar), 2021",Tiensang,High Sulphur,0-300,Proved,1
India,Nagaland,"Financial Year (Apr - Mar), 2021",Tiru Valley,High Sulphur,0-300,Indicated,0
India,Nagaland,"Financial Year (Apr - Mar), 2021",Tiru Valley,High Sulphur,0-300,Inferred,7
India,Nagaland,"Financial Year (Apr - Mar), 2021",Tiru Valley,High Sulphur,0-300,Proved,0
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,0-300,Indicated,5439
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,0-300,Inferred,0
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,0-300,Proved,13105
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,300-600,Indicated,6198
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,300-600,Inferred,2228
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,300-600,Proved,3259
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,600-1200,Indicated,1873
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,600-1200,Inferred,0
India,Odisha,"Financial Year (Apr - Mar), 2021",Ib-River,Non-Coking,600-1200,Proved,1
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,0-300,Indicated,8325
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,0-300,Inferred,2550
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,0-300,Proved,22538
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,300-600,Indicated,11994
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,300-600,Inferred,1084
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,300-600,Proved,4187
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,600-1200,Indicated,1394
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,600-1200,Inferred,469
India,Odisha,"Financial Year (Apr - Mar), 2021",Talcher,Non-Coking,600-1200,Proved,235
India,Sikkim,"Financial Year (Apr - Mar), 2021",Rangit Valley,Non-Coking,0-300,Indicated,58
India,Sikkim,"Financial Year (Apr - Mar), 2021",Rangit Valley,Non-Coking,0-300,Inferred,43
India,Sikkim,"Financial Year (Apr - Mar), 2021",Rangit Valley,Non-Coking,0-300,Proved,0
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,0-300,Indicated,2977
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,0-300,Inferred,366
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,0-300,Proved,6546
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,300-600,Indicated,3927
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,300-600,Inferred,698
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,300-600,Proved,4235
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,600-1200,Indicated,1425
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,600-1200,Inferred,2369
India,Telangana,"Financial Year (Apr - Mar), 2021",Godavari Valley,Non-Coking,600-1200,Proved,308
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,0-300,Indicated,178
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,0-300,Inferred,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Singrauli,Non-Coking,0-300,Proved,884
India,West Bengal,"Financial Year (Apr - Mar), 2021",Barjora,Non-Coking,0-300,Indicated,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Barjora,Non-Coking,0-300,Inferred,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Barjora,Non-Coking,0-300,Proved,201
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,0-300,Indicated,792
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,0-300,Inferred,124
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,0-300,Proved,154
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,300-600,Indicated,4190
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,300-600,Inferred,604
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,300-600,Proved,64
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,600-1200,Indicated,1197
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,600-1200,Inferred,174
India,West Bengal,"Financial Year (Apr - Mar), 2021",Birbhum,Non-Coking,600-1200,Proved,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Darjeeling,Non-Coking,0-300,Indicated,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Darjeeling,Non-Coking,0-300,Inferred,15
India,West Bengal,"Financial Year (Apr - Mar), 2021",Darjeeling,Non-Coking,0-300,Proved,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,0-300,Indicated,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,0-300,Inferred,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,0-300,Proved,203
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,300-600,Indicated,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,300-600,Inferred,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,300-600,Proved,73
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,600-1200,Indicated,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,600-1200,Inferred,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Medium Coking,600-1200,Proved,275
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,0-300,Indicated,1582
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,0-300,Inferred,194
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,0-300,Proved,10320
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,300-600,Indicated,3256
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,300-600,Inferred,1861
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,300-600,Proved,3359
India,West Bengal,"Financial Year (Apr - Mar), 2021",Raniganj,Non-Coking,600-1200,Indicated,1859
