Country,State,Year,Types Of Coal,Coal Consuming Sectors,"Coal Consumed (UOM:t(Tonne)), Scaling Factor:1000000"
India,Punjab,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.24
India,Punjab,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.246
India,Punjab,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.26
India,Punjab,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),12.545
India,Punjab,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),0.049
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,CEMENT,0.011
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,CHEMICAL,0.014
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,POWER (UTILITY),1.353
India,Rajasthan,"Financial Year (Apr - Mar), 2011",LIGNITE,TEXTILES & RAYONS,0.147
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.722
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.014
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,FERTILISERS,0.327
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.191
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),1.892
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),12.654
India,Rajasthan,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),1.725
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,BRICKS,0.016
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,CEMENT,0.242
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,CHEMICAL,0.002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,OTHER,0.054
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,POWER (UTILITY),22.722
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,PULP & PAPER,0.045
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.246
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.03
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.488
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),12.695
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.073
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.115
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,BRICKS,0.0434483765747585
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,1.7813834395651
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.109410911920074
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,1.13439761384279
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),1.32833536746285
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),14.6823914003357
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.382740699099464
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.324282883344334
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,STEEL (BOILERS),0.0477932142322344
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,TEXTILES & RAYONS,0.0122445424892501
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,BRICKS,0.00118495572476614
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,CEMENT,0.0813669597672751
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,METALLURGICAL USE- COKERIES,0.152069318011655
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,OTHER,0.0402884946420488
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (CAPTIVE),0.0154044244219598
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),0.0924265465317591
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,SPONGE IRON,0.00197492620794357
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,TEXTILES & RAYONS,0.00631976386541942
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",MIDDLINGS,OTHER,0.058
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (UTILITY),0.249
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.169
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.021
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,FERTILISERS,0.317
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,METALLURGICAL USE- COKERIES,0.131
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,5.683
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.249
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),3.871
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),41.286
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.022
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,0.177
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),6.974
India,Uttarakhand,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.344
India,Uttarakhand,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.402
India,West Bengal,"Financial Year (Apr - Mar), 2011",MIDDLINGS,METALLURGICAL USE- COKERIES,0.214
India,West Bengal,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (CAPTIVE),0.462
India,West Bengal,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (UTILITY),0.385
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,CEMENT,0.006
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.037
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,COLLIERY OWN - CONSUMPTION,0.125
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,METALLURGICAL USE- COKERIES,0.024
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,1.816
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.002
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.394
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),36.853
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.072
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,1.089
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,STEEL (BOILERS),0.437
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,TEXTILES & RAYONS,0.017
India,West Bengal,"Financial Year (Apr - Mar), 2011",WASHED COAL,METALLURGICAL USE- COKERIES,1.986
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0.177874338972918
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,2.97122747855783
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.136128320642539
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,1.41875960847447
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),1.77813837497077
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),23.017181468999
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.551773459671093
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,0.552378474429504
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,STEEL (BOILERS),0.0266206493700966
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.0175454279939273
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010",WASHED COAL,METALLURGICAL USE- COKERIES,0.197839826000491
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.235
India,Bihar,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.051
India,Bihar,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,1.802
India,Bihar,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),9.527
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (CAPTIVE),2.325
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (UTILITY),1.421
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,1.43
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.099
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,6.619
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.07
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),12.202
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),31.043
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,6.56
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",RAW COAL,STEEL (BOILERS),1.374
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",WASHED COAL,METALLURGICAL USE- COKERIES,0.923
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (CAPTIVE),0.023
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (UTILITY),0.087
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",WASHED COAL,SPONGE IRON,1.946
India,Delhi,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.1
India,Delhi,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),4.31
India,Delhi,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (UTILITY),2.001
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,BRICKS,0.406
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,CEMENT,0.093
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,CHEMICAL,0.332
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,OTHER,1.892
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,POWER (CAPTIVE),1.665
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,POWER (UTILITY),3.311
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,PULP & PAPER,1.718
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,STEEL (BOILERS),0.266
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,TEXTILES & RAYONS,0.728
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.133
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.069
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,FERTILISERS,0.365
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.218
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.386
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),18.185
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.009
India,Gujarat,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.025
India,Haryana,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (UTILITY),0.008
India,Haryana,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.001
India,Haryana,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.074
India,Haryana,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.082
India,Haryana,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),10.252
India,Haryana,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.064
India,Haryana,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (UTILITY),1.309
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.572
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.084
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0.014
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.057
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.104
India,Jharkhand,"Financial Year (Apr - Mar), 2010",MIDDLINGS,OTHER,0.189
India,Jharkhand,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (CAPTIVE),0.138
India,Jharkhand,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (UTILITY),1.912
India,Jharkhand,"Financial Year (Apr - Mar), 2010",MIDDLINGS,STEEL (BOILERS),0.742
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0.167
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.055
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.011
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,COLLIERY OWN - CONSUMPTION,0.163
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,METALLURGICAL USE- COKERIES,0.188
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.577
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,5.603
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),1.282
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),7.319
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,1.536
India,Jharkhand,"Financial Year (Apr - Mar), 2010",RAW COAL,STEEL (BOILERS),0.058
India,Jharkhand,"Financial Year (Apr - Mar), 2010",WASHED COAL,METALLURGICAL USE- COKERIES,2.891
India,Jharkhand,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (CAPTIVE),0.071
India,Jharkhand,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (UTILITY),0.942
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0.011
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,2.011
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.008
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.152
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.907
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),7.826
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.255
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,0.533
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,STEEL (BOILERS),0.008
India,Karnataka,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.085
India,Kerala,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.045
India,Kerala,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.001
India,Kerala,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.08
India,Ladakh,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0
India,Ladakh,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0
India,Ladakh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (UTILITY),0.189
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,1.902
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.104
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,COLLIERY OWN - CONSUMPTION,0.017
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,METALLURGICAL USE- COKERIES,0.038
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.502
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,3.742
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),2.451
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),31.768
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.225
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,0.13
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.032
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",WASHED COAL,CEMENT,0.29
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,1.614
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.065
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,4.74
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.56
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),37.888
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.307
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,0.685
India,Maharashtra,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.037
India,Meghalaya,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.044
India,Meghalaya,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,5.776
India,Odisha,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (CAPTIVE),0.028
India,Odisha,"Financial Year (Apr - Mar), 2010",MIDDLINGS,STEEL (BOILERS),0.149
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.344
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.013
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,FERTILISERS,0.033
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.042
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,19.937
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.424
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),13.452
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),23.465
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.194
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,5.58
India,Odisha,"Financial Year (Apr - Mar), 2010",RAW COAL,STEEL (BOILERS),0.112
India,Odisha,"Financial Year (Apr - Mar), 2010",WASHED COAL,METALLURGICAL USE- COKERIES,0.486
India,Odisha,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (CAPTIVE),0.028
India,Punjab,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.51
India,Punjab,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.245
India,Punjab,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),13.347
India,Punjab,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.005
India,Punjab,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (UTILITY),0.574
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,BRICKS,0.071
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,CEMENT,0.069
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,CHEMICAL,0.166
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,OTHER,0.061
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,POWER (CAPTIVE),0.021
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,POWER (UTILITY),0.76
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,PULP & PAPER,0.002
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,TEXTILES & RAYONS,0.057
India,Rajasthan,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.832
India,Rajasthan,"Financial Year (Apr - Mar), 2010",RAW COAL,FERTILISERS,0.271
India,Rajasthan,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.123
India,Rajasthan,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),1.62
India,Rajasthan,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),13.815
India,Rajasthan,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.034
India,Rajasthan,"Financial Year (Apr - Mar), 2010",WASHED COAL,POWER (UTILITY),1.491
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,BRICKS,0.035
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,CEMENT,0.218
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,CHEMICAL,0.005
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,OTHER,0.071
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,POWER (UTILITY),22.385
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,PULP & PAPER,0.098
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0.008
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.299
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.037
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),0.401
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),12.972
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,0.127
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,BRICKS,0.116125661027082
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,1.93977252144217
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.0888716793574607
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,0.926240391525534
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (CAPTIVE),1.16086162502923
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,POWER (UTILITY),15.026818531001
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,PULP & PAPER,0.360226540328907
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,SPONGE IRON,0.360621525570496
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,STEEL (BOILERS),0.0173793506299034
India,Telangana,"Financial Year (Apr - Mar), 2010",RAW COAL,TEXTILES & RAYONS,0.0114545720060727
India,Telangana,"Financial Year (Apr - Mar), 2010",WASHED COAL,METALLURGICAL USE- COKERIES,0.129160173999509
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",MIDDLINGS,POWER (UTILITY),0.2
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CEMENT,0.021
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,CHEMICAL,0.026
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,FERTILISERS,0.286
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",RAW COAL,OTHER,4.602
